Key,English [en-GB]
EVENT_BrokenCart_Leave,You decide the merchant's problems are none of your concern and pass him by.
EVENT_BrokenCart_Rob,"The merchant cowers behind his cart as he sees you approach with weapons drawn.

""P-Please don't hurt me!"" he stammered. ""I'll give you what little gold I have, a-and you can take as much wine as you like, just please leave me be!""

With trembling hands he reaches down to his belt, removes a small pouch of coins, and tosses it towards you. ""It's all the gold I've got, I swear!""

You pick it up and pocket the gold before picking up a bottle of wine from the cart."
EVENT_BrokenCart_Rob_A,Drink
EVENT_BucketofLuck,"Up ahead you notice a peculiar-looking man has set up a stall at a fork in the road. As you get closer, you see a large wooden barrel filled to the brim with what appears to be soil. The words 'Bucket o' Luck' are crudely scrawled on the side.

'Welcome, welcome, one and all!' he calls out out to you. 'Fancy trying your luck?'"
EVENT_BucketofLuck_A,Approach the stall
EVENT_BucketofLuck_Approach,"As you approach, you see that the man is covered in a layer of dirt, with it caked under his long, claw-like fingernails. He notices you staring and chuckles. ""Well, I gotta get me prizes from somewhere, don't I?"" he says with a wry smile, before awkwardly winking at you.

""¬LoseSmallGold.GoldAmount¬ of your finest gold pieces to play - who knows what ye might find, eh?"""
EVENT_BucketofLuck_Approach_A,Try your luck
EVENT_BucketofLuck_Approach_A_Subtext,(Lose ¬LoseSmallGold.GoldAmount¬ Gold)
EVENT_BucketofLuck_Approach_B,Leave
EVENT_BucketofLuck_B,Walk on by
EVENT_BucketofLuck_GainedLoot_Gained1,"You feel around inside the barrel for a while, before brushing your hand up against something. You grab it tightly and pull out a pair of leather boots.

""Cor, they've got quite a pong to 'em, don't they?"" He pinches his nose, seemingly oblivious to the fact that he smells far worse than the boots. ""Used to belong to a City Guard, if I remember rightly.""

Looking at the boots, they appear to be well-made from high quality leather, albeit a tad worn. After brushing the dirt off of your arm and the boots, you take your leave."
EVENT_BucketofLuck_GainedLoot_Gained2,"You feel around inside the barrel for a while, before brushing your hand up against something. You grab it tightly and pull out a pair of worn goggles.

""Ah, those things... I could barely see through 'em, truth be told, but I'm sure ye can find more use for 'em than I did.""

Wiping off the dirt and bidding the strange man farewell, you try on the goggles as you continue down the road."
EVENT_BucketofLuck_Leave,You decide you'd rather not stick your hand into a barrel of who-knows-what. You politely refuse the strange man's offer and take your leave.
EVENT_BucketofLuck_PlayBarrel,"You hand over the gold and he pockets it greedily. ""Go on then, stick yer 'and in!""

You dig your arm deep into the barrel, not exactly sure what to expect."
EVENT_BucketofLuck_PlayBarrel_A,...
EVENT_Duel,"You hear the clashes and clangs of what sounds like a fight taking place up ahead. As you draw near, you see a Savvas and an Inox locked in a fierce duel.

They both notice your arrival and call to you for aid."
EVENT_Duel_A,Help the Savvas
EVENT_Duel_A_Unavailable,"Brute: ""Kill Inox over Savvas? No."""
EVENT_Duel_B,Help the Inox
EVENT_Duel_B_Unavailable,"Cragheart: ""I will not side against my kin."""
EVENT_Duel_BreakUp_Gained_Damage,"You leap into their midst in attempt to break up the fight - but at that exact moment the Savvas summons spikes of earth from the ground intended for the Inox.

Despite injuries sustained from the spikes you successfully manage to drag them away from each other, allowing them to calm down.

Without explaining why they were fighting, they each wrest themselves from your grasp and storm off, heading down the path in opposite directions."
EVENT_Duel_BreakUp_Gained_Item,"You leap into their midst in attempt to break up the fight - however, each thinks that you've joined the other's side and they both flee!

In the confusion, one of them drops a ¬Duel_BreakUp.Item¬. You pick it up and continue down the road, wondering what the two of them were fighting about."
EVENT_Duel_BreakUp_Gained_XP,"You leap into their midst in attempt to break up the fight. You successfully manage to drag them away from each other, allowing them to calm down.

Without explaining why they were fighting, they each wrest themselves from your grasp and storm off, heading down the path in opposite directions."
EVENT_Duel_C,Attempt to break up the fight without killing either
EVENT_Duel_D,Ignore them and carry on walking
EVENT_Duel_HelpInox_Gained_Gold,"You side with the Inox, and the Savvas flees, seeing he is outnumbered. The Inox thanks you for your assistance, and hands you a small pouch of gold before bidding you farewell."
EVENT_Duel_HelpInox_Gained_Item,"You side with the Inox, and the Savvas flees, seeing he is outnumbered. The Inox thanks you for your assistance, and hands you one of his spare weapons before bidding you farewell."
EVENT_Duel_HelpSavvas_Gained_Infusions,"You side with the Savvas, and the Inox flees, seeing he is outnumbered.

The Savvas thanks you for your assistance, but apologises for not having anything tangible to give you as thanks.

Before you part ways however, the four power cores in his chest glow brightly as he offers you elemental aid for your next encounter, infusing the four elements he has attained mastery over for you."
EVENT_Duel_HelpSavvas_Gained_Item,"You side with the Savvas, and the Inox flees, seeing he is outnumbered. The Savvas thanks you for your assistance, and hands you a potion before bidding you farewell."
EVENT_Duel_Leave,"You decide not to interfere, and continue down the path, the sounds of their battling fading as you walk away."
EVENT_RopeBridge,"The path leads you to a ravine, with a rickety old rope bridge as the only way across as far as you can see. The ropes look very worn and the wooden planks rather rotten, but looking for another way across looks like it could take quite some time."
EVENT_RopeBridge_A,Cross the rope bridge
EVENT_RopeBridge_AnotherWay,"You're in luck! Not too far along the edge of the ravine you find a large tree has fallen to form a makeshift bridge across thanks to a storm. It appears to be far more sturdy than the rotten rope bridge, so you make your way across without issue."
EVENT_RopeBridge_AnotherWay_Gained,"You walk and walk for the rest of the day and still do not find a way across. As dusk falls you finally find the end of the ravine, allowing you to cross over and make the long walk back to the path on the other side, so exhausted by this unexpected detour that you feel a headache coming on."
EVENT_RopeBridge_B,Try to find another way across
EVENT_RopeBridge_Cross,"The rope bridge creaks and sways precariously under your weight with each step, but nonetheless holds and you make it to the other side without issue. You breathe a sigh of relief and continue with your journey."
EVENT_RopeBridge_Cross_Lost,"The rope bridge creaks and sways precariously under your weight with each step. You nearly make it across when it suddenly one of the planks snaps and you fall from the bridge!

You just manage to catch one of the ropes that held the plank before you would fall into the ravine - but a small pouch of gold flies from your belt and disappears into the darkness below.

You pull yourself up and cautiously make it the rest of the way to the other side. You breathe a sigh of relief after such a close call and continue with your journey."
EVENT_ShadowsontheWall,"The road you are on leads you to a narrow cliffside path. As the only route in sight to reach the bottom, you begin your descent."
EVENT_ShadowsontheWall_A,Descend
EVENT_ShadowsontheWall_Descent,"You notice the cliff face here is becoming smoother as you descend. Mysterious etchings and carvings start to emerge as you examine the wall. They begin to morph into shadows that swirl and dance about the surface, seemingly leading you along the wall to a spot on the ground.

Tucked into a small alcove at the base of the wall lies an urn, with a small quantity of coins inside."
EVENT_ShadowsontheWall_Descent_A,Make an offering
EVENT_ShadowsontheWall_Descent_A_Subtext,(Lose ¬ShadowsOnTheWall_Offering.GoldAmount¬ Gold)
EVENT_ShadowsontheWall_Descent_B,Take the gold
EVENT_ShadowsontheWall_Descent_C,Carry on walking
EVENT_ShadowsontheWall_Leave,"Unnerved by the magic at work here, you decide to press on without interfering."
EVENT_ShadowsontheWall_Offering,"The shadows dance excitedly as you make the offering, before calming and fading away. You sense that your offering has not gone unnoticed..."
EVENT_ShadowsontheWall_Take,"The shadows freeze in place as you take the coins from the urn, before taking the loose form of a menacing face which sends a chill down your spine. In the blink of an eye, the shadows and the smooth wall vanish, leaving behind only the rough cliff face with no sign of the urn you took the gold from.

You continue down the path with a bad feeling niggling away at the back of your mind..."
EVENT_StrungUp,"Up ahead you see a Quatryl suspended from a tree by his ankles. As you approach he notices you and cries out:

""Hey, you there, travelers! Help a poor Tinkerer out, would you?"""
EVENT_StrungUp_A,Ask him what happened
EVENT_StrungUp_AskHim,"""I was attempting to combine that there Net Shooter and Hook Gun...""

He gestures towards the strange combination of contraptions on the floor beneath him.

""...when the darn thing misfired! Next thing I know I'm hanging upside down from this tree! Any chance you could cut me down?"""
EVENT_StrungUp_AskHim_A,Attempt to help him
EVENT_StrungUp_AskHim_B,Rob him
EVENT_StrungUp_AskHim_C,Leave him be
EVENT_StrungUp_B,Attempt to help him
EVENT_StrungUp_C,Rob him
EVENT_StrungUp_D,Leave him be
EVENT_StrungUp_HelpHim,"You cut the rope and the Quatryl manages to land gracefully on the ground.

""Thank you kindly! Not too many folks travelling in these parts nowadays, was scared I'd be up there for days, or worse still...""

You bid each other farewell and continue down the road."
EVENT_StrungUp_HelpHim_Gained,"You cut the rope and the Quatryl manages to land gracefully on the ground.

""Thank you kindly! Not too many folks travelling in these parts nowadays, was scared I'd be up there for days, or worse still...""

He reaches into one of the many pouches fastened about his waist and pulls out a small handful of coins.

""Here, a small token of my appreciation!""

You bid each other farewell and continue down the road."
EVENT_StrungUp_Leave,The ensnared Quatryl unleashes a torrent of insults and profanities as you coldly turn and walk away without helping.
EVENT_StrungUp_RobHim,"The ensnared Quatryl unleashes a torrent of insults and profanities as you search through his pack on the ground below him.

Unsurprisingly, the Tinkerer's gear is all junk. You leave the fuming Quatryl to his fate."
EVENT_StrungUp_RobHim_Gained,"The ensnared Quatryl unleashes a torrent of insults and profanities as you search through his pack on the ground below him.

Unsurprisingly, the Tinkerer's gear is mostly junk, but you do find one item of interest before leaving the fuming Quatryl to his fate."
EVENT_StrungUp_Unavailable,"Tinkerer: ""I refuse to steal from a fellow Tinkerer!"""
EVENT_The WomanoftheWoods,"As you continue along your path, a old woman steps out of the trees from the side of the path. She is dressed in ragged clothing, and has a rusty necklace around her neck.

""Greetings travellers"", she says. ""I sense you are in need of aid on your quest, and perhaps I can grant you a boon. Tell me, what is it that you need most?"""
EVENT_The WomanoftheWoods_A,"Answer ""Gold"""
EVENT_The WomanoftheWoods_Attack,"She is ready for your attack and deftly moves to the side as you lunge.

""You get what you deserve!"" she screeches, and with a snap of her fingers she disappears in a puff of smoke."
EVENT_The WomanoftheWoods_Attack_Gained,"Your sudden attack catches her by surprise, knocking her to the ground. As you swing in for a killing blow, she waves her hands and disappears, leaving behind only the rusty old necklace, which you take with you."
EVENT_The WomanoftheWoods_B,"Answer ""Knowledge"""
EVENT_The WomanoftheWoods_C,"Answer ""Power"""
EVENT_The WomanoftheWoods_D,Attack her
EVENT_The WomanoftheWoods_E,Leave
EVENT_The WomanoftheWoods_GotGold,"""How predictable you are!"" she cackles.

She waves her hands and a small pile of gold appears on the ground next to you. You scoop it up and turn back towards the woman - only to find that she has disappeared. You continue down the path, coins jingling in your pocket."
